Thepa	Ambtr	Aquco	Mimgu	Medtr	Nelnu	Soltu	Solly	Vitvi	Theca	Frave	Carpa	Arath	Glyma	Poptr
0	1	1	1	2	2	1	1	1	1	1	1	1	1	2
1	1	1	1	1	1	2	1	1	1	2	1	1	4	3
2	3	1	2	0	1	2	2	0	1	2	1	1	3	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
2	2	1	4	3	1	1	1	2	1	1	1	1	3	2
1	1	0	0	0	1	0	0	1	1	1	1	1	2	2
1	1	1	1	1	1	1	1	1	1	1	3	1	4	3
1	1	1	1	1	1	1	1	1	0	1	1	1	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	3	3
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
1	1	1	1	0	2	1	1	1	1	2	1	1	4	2
2	1	1	3	0	1	3	3	2	1	1	1	2	3	1
3	1	2	3	2	2	4	3	2	2	2	2	3	8	4
1	1	1	1	1	3	1	2	1	1	1	1	1	2	2
1	1	1	1	1	1	3	1	1	1	2	1	1	1	1
10	6	6	9	11	10	8	8	7	7	7	9	10	22	10
0	2	1	1	1	0	1	1	1	1	1	0	0	1	1
1	1	2	1	2	1	1	1	1	1	1	1	1	2	1
0	2	1	1	0	1	0	1	1	1	1	0	1	0	0
1	1	1	3	3	1	2	1	1	1	1	1	1	3	2
0	1	2	0	0	0	0	0	0	0	0	1	0	0	2
5	1	3	0	5	4	3	3	3	2	3	2	5	12	6
1	1	1	1	0	2	1	1	1	1	1	1	1	1	2
0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
2	1	1	2	1	1	1	1	1	1	1	1	1	1	2
2	1	3	3	2	2	1	2	2	2	1	1	2	6	4
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
3	2	2	2	4	2	3	3	3	3	2	2	3	10	6
2	1	1	0	1	2	1	1	1	1	1	1	2	2	2
1	1	0	2	2	2	0	3	1	2	0	1	1	5	1
2	1	1	1	3	2	1	1	1	2	2	2	2	3	6
2	1	1	2	0	1	2	1	1	1	1	1	1	2	1
2	1	1	1	1	1	2	1	1	1	0	1	2	2	2
1	1	2	1	1	1	0	2	1	1	1	1	1	2	1
2	1	1	1	0	2	3	2	1	1	1	1	2	2	2
2	1	1	1	1	1	0	1	1	1	0	1	2	6	2
1	1	2	3	0	2	0	1	1	1	1	1	1	2	1
1	1	3	3	2	1	1	1	1	1	1	1	1	4	1
1	1	1	1	2	1	4	5	2	2	1	1	1	1	2
1	1	1	0	1	3	1	1	1	1	1	1	1	1	1
1	1	1	2	1	2	1	2	2	2	1	1	1	6	8
2	1	1	1	1	2	1	1	1	1	1	1	2	4	3
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
1	2	1	1	4	2	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	1	1	1	1	2	2
1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	3	1	0	1	2	1	1	1	1	2	3
1	1	1	2	2	1	2	2	1	1	2	1	1	4	4
1	1	1	1	1	1	0	0	1	1	0	1	1	1	1
0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
2	1	1	1	1	1	1	1	2	2	1	1	2	3	2
1	1	3	1	1	0	2	1	1	1	1	3	2	1	1
1	1	1	1	0	1	2	0	1	1	1	1	1	1	1
1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
3	1	2	2	2	4	2	2	3	1	1	1	3	3	2
2	1	3	1	2	1	1	1	1	1	1	1	2	1	2
1	6	1	1	4	0	2	2	0	2	1	3	1	2	3
1	1	1	1	0	1	1	1	1	1	1	1	2	2	1
1	1	2	1	0	1	1	1	1	1	1	1	1	2	3
1	1	1	1	1	0	1	1	0	1	1	1	1	3	1
1	1	1	1	1	1	0	1	1	1	1	1	1	2	1
1	1	1	1	1	1	2	1	1	1	0	1	1	1	1
1	1	1	1	0	0	0	0	1	1	1	1	1	0	1
3	1	2	3	2	2	3	2	2	2	3	2	3	4	3
1	1	2	1	2	1	1	1	0	1	1	1	2	3	2
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3	2	4	3	1	3	5	3	1	2	2	3	3	4	3
1	1	0	1	1	1	1	0	0	0	0	1	1	2	1
0	10	0	0	0	0	0	0	0	1	0	0	1	0	8
1	3	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	4	2
1	1	1	2	1	1	1	1	1	1	1	1	1	0	1
2	1	3	2	2	1	2	2	1	1	1	1	2	2	3
4	1	1	3	0	2	2	3	1	1	1	1	2	8	2
1	1	2	1	1	1	2	1	1	1	1	2	1	2	1
1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
2	1	2	1	0	0	1	0	1	1	1	1	2	1	1
0	1	1	3	5	1	1	1	1	1	1	0	0	2	1
1	1	0	2	1	2	2	2	2	2	1	1	1	3	2
1	1	1	1	2	1	1	1	1	1	1	1	1	4	1
0	1	2	2	1	1	2	1	1	1	0	0	0	3	1
1	1	1	1	0	0	0	1	1	1	1	1	1	0	3
1	1	1	1	1	1	2	1	1	1	1	1	1	3	1
1	1	1	3	0	1	1	1	1	1	1	1	1	2	2
10	6	7	7	7	10	7	9	6	8	6	6	10	19	10
1	1	1	2	1	2	1	1	1	1	1	1	1	4	2
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
1	1	2	3	1	1	1	1	1	1	0	1	1	2	2
1	1	0	2	0	1	2	1	1	1	0	1	1	2	2
1	1	1	3	2	1	1	1	0	1	1	1	1	2	1
1	2	0	1	0	1	3	3	1	1	0	0	3	0	0
1	1	1	1	1	1	2	1	1	0	1	0	1	2	1
1	1	2	1	3	0	1	1	3	2	3	2	1	3	7
0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
1	1	2	2	1	1	1	1	1	1	1	2	1	2	2
1	2	1	1	0	1	2	1	1	0	1	1	1	3	1
1	1	1	1	2	1	2	1	1	1	1	0	1	2	1
1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
0	2	1	0	1	0	0	1	1	1	0	1	0	0	1
1	1	2	1	0	1	2	1	1	1	1	1	1	2	1
1	1	1	1	0	1	2	1	1	1	1	1	1	1	1
1	2	1	2	1	1	2	1	2	1	1	1	1	6	1
1	1	0	2	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	0	1	1	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	0	1	1	1	1	2	3
2	1	2	1	1	2	0	1	1	1	1	1	2	2	2
2	1	2	1	1	2	2	1	1	1	1	1	1	9	2
1	1	1	2	1	1	1	2	1	1	1	1	1	2	2
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
0	1	1	0	1	1	0	0	0	0	0	0	0	1	0
1	1	1	1	0	2	1	1	1	1	1	1	1	3	1
1	2	1	2	2	2	4	3	2	1	1	1	3	3	2
1	1	2	1	1	1	1	1	2	1	1	1	1	2	3
0	2	2	0	2	1	7	1	1	77	1	18	0	24	3
1	1	1	1	2	1	0	1	1	1	1	0	1	1	2
0	1	0	0	3	1	1	1	0	0	0	1	1	0	1
2	2	3	1	1	1	2	2	2	2	2	2	2	4	2
1	2	1	2	1	1	2	2	0	1	1	1	2	1	2
1	1	1	1	1	1	1	1	0	2	1	1	1	2	2
2	2	3	2	3	1	1	2	2	2	2	2	2	8	4
1	1	0	1	1	1	2	1	1	1	1	2	1	1	1
1	1	1	1	4	1	1	2	1	1	1	1	1	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	5	1	3	1	4	3	1	1	2	1	3	3	2
3	1	2	5	0	2	4	4	1	3	2	3	3	10	3
2	1	1	3	2	1	1	1	1	2	1	2	2	2	13
1	1	0	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
1	2	2	1	1	5	1	1	1	1	1	1	2	2	2
0	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	1	2	1	1	1	1	6	1	1	1	3	2
3	1	4	2	2	2	3	3	1	2	1	1	3	6	3
2	1	1	1	1	2	1	1	1	1	1	1	2	2	2
1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
2	1	2	1	1	2	3	1	1	2	1	1	2	4	3
1	1	2	0	1	0	0	1	1	1	0	1	1	0	1
2	1	1	1	0	1	2	1	2	1	1	1	1	5	3
2	1	1	3	1	1	3	2	2	2	1	2	2	7	4
1	1	3	1	1	1	2	1	1	1	1	1	1	4	8
1	1	1	1	1	0	1	1	1	1	1	1	1	1	2
0	1	0	1	1	1	1	1	1	1	1	1	0	0	1
1	1	1	0	1	2	2	1	1	1	1	1	1	2	1
13	6	10	15	9	10	22	15	8	13	13	11	15	27	27
1	1	1	2	1	2	0	1	2	1	1	1	1	1	1
2	1	1	2	1	2	1	1	2	1	1	1	1	4	3
1	1	1	0	0	1	1	1	0	1	1	0	1	1	2
1	1	1	2	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	0	2	1	1	1	2	1	1	1	9	13
0	8	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1	1	1	0	2	1	1	1	1	1	1	1	4	2
1	1	0	1	0	1	0	0	1	1	1	1	1	1	2
2	1	1	1	1	2	2	2	1	1	1	0	1	2	3
1	1	1	1	1	2	3	2	2	2	2	2	2	2	3
1	1	1	1	1	1	1	1	1	2	1	1	1	4	2
1	1	1	1	1	2	2	1	1	1	1	1	1	5	2
2	2	1	2	1	3	3	2	1	1	1	1	2	2	3
2	1	1	1	1	1	2	2	2	2	1	0	2	4	2
1	1	1	2	2	1	4	1	1	2	2	1	1	5	3
1	1	1	2	0	1	0	1	1	1	1	1	1	2	1
0	1	2	2	1	1	1	1	1	1	1	2	1	2	2
0	1	1	1	1	2	1	1	0	1	1	1	1	2	2
1	1	1	2	2	1	1	1	2	1	1	1	1	4	2
0	6	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	2	2	1	3	4	2	4	2	2	2	2	6	3
1	1	1	1	1	1	0	1	1	1	1	1	2	4	2
1	1	1	1	0	1	1	2	1	1	1	1	1	4	2
2	1	1	2	1	2	2	2	1	1	1	1	3	4	3
1	1	2	0	0	1	1	1	1	1	1	1	1	3	3
2	2	2	2	1	1	2	2	2	2	2	0	2	2	3
2	1	1	2	2	2	2	2	1	2	2	1	1	5	5
1	1	2	1	1	1	1	1	1	1	0	1	2	1	2
2	3	2	2	6	2	4	4	2	3	2	1	4	8	9
0	1	0	0	1	1	0	0	1	1	1	1	0	0	1
1	1	1	2	1	1	2	2	1	1	1	1	1	2	1
1	4	6	15	1	3	12	9	0	2	2	3	5	5	4
0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1	1	2	1	2	1	1	1	1	2	0	1	3	1
3	2	2	3	2	2	4	3	2	2	1	3	3	6	4
1	1	2	2	1	1	2	1	1	1	1	1	1	2	2
1	1	2	1	1	1	1	1	1	1	1	1	1	2	2
2	1	1	2	2	1	1	2	1	1	1	1	2	3	1
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1	1	1	1	1	1	3	1	1	1	1	1	1	2	3
1	1	1	1	1	1	1	1	1	1	1	0	1	2	3
1	1	2	2	2	1	2	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	6
1	1	1	1	0	1	2	1	1	1	1	1	1	1	1
0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
5	1	2	4	3	3	3	3	2	3	3	3	5	5	4
1	1	1	2	0	1	4	2	1	1	1	0	1	3	4
1	1	1	1	0	0	1	1	1	1	1	1	1	5	2
2	2	1	2	0	2	2	2	1	1	1	1	2	5	4
2	1	2	1	1	2	2	1	1	2	2	0	2	4	11
2	1	1	1	1	1	1	1	1	1	1	1	2	1	2
1	1	2	3	2	1	1	1	1	1	2	1	1	5	2
1	1	1	3	0	1	2	1	1	1	1	1	1	2	1
1	1	0	1	1	0	3	2	2	2	2	1	1	3	2
1	1	2	1	2	1	1	1	1	1	0	1	1	4	1
1	1	1	1	0	1	0	1	1	1	1	1	1	1	2
1	1	1	1	2	1	1	1	1	1	1	1	1	3	1
1	1	1	2	2	2	2	2	2	2	2	1	1	4	2
1	1	1	1	1	1	1	1	0	1	1	1	1	1	2
1	1	0	1	1	0	1	1	1	1	1	1	1	1	2
1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1	1	1	2	0	2	2	2	1	1	1	1	1	2	2
0	1	2	0	1	1	0	0	1	0	0	0	0	1	0
0	1	1	1	0	1	0	0	1	1	1	1	0	0	2
0	1	1	2	1	1	1	1	1	1	1	1	1	1	2
1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
1	1	1	2	2	1	1	1	1	1	1	0	1	4	2
1	1	1	2	3	1	1	1	1	0	1	1	1	2	1
1	1	1	1	1	3	1	1	2	1	1	1	1	4	1
1	1	1	1	0	1	3	1	1	1	1	1	1	1	1
1	1	1	0	0	1	0	0	1	1	0	1	1	0	1
3	1	3	6	3	2	4	3	2	2	2	1	3	8	2
1	1	1	1	1	1	1	1	1	1	1	0	1	4	1
1	1	1	1	2	2	1	1	2	2	2	2	1	3	2
1	1	2	1	0	2	2	1	1	1	1	1	1	3	3
1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
2	1	1	2	1	3	1	1	1	1	1	1	1	2	4
2	1	1	2	0	2	4	2	1	1	1	1	2	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	1	0	1	1	2	1	1	1	1	1	1	3	1
0	1	1	0	0	2	1	1	0	0	1	0	0	0	0
2	1	1	1	0	2	2	3	1	1	1	1	1	2	2
1	2	1	1	1	1	2	1	1	1	0	1	1	1	1
1	1	1	2	1	1	1	1	3	2	2	1	1	2	5
1	1	1	1	1	2	0	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
1	1	1	2	0	2	1	1	1	1	1	1	1	5	2
1	1	1	1	2	1	1	1	1	1	1	1	1	4	1
1	1	2	3	0	1	0	1	1	1	1	1	1	2	1
0	1	1	1	1	0	1	1	1	1	1	1	0	1	1
1	1	1	2	1	0	1	1	1	0	2	0	1	3	2
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
0	1	1	0	0	1	2	1	1	1	1	1	1	0	1
3	1	1	1	1	2	1	1	1	1	1	1	3	4	2
0	1	1	1	0	1	0	0	1	1	1	1	0	0	1
2	1	2	1	0	3	2	2	2	1	1	1	2	5	3
1	1	2	2	0	1	1	1	1	1	1	1	1	2	2
0	1	0	0	2	9	1	1	1	1	0	1	0	3	7
0	1	1	1	0	1	2	1	1	1	1	2	1	0	1
1	1	1	1	2	1	1	1	1	1	0	1	1	2	1
0	1	0	4	3	0	2	3	0	0	11	1	0	0	3
3	2	1	3	2	2	2	2	1	1	2	1	3	2	3
1	1	1	1	1	2	3	2	1	1	2	1	1	2	1
1	1	1	0	3	1	2	1	0	1	1	1	1	0	1
2	1	2	4	3	1	2	1	1	2	1	1	3	5	7
4	1	1	2	2	1	2	2	0	1	1	2	4	4	5
1	2	2	1	1	1	1	1	1	1	1	2	4	2	1
0	1	2	1	1	1	1	1	1	0	1	1	1	1	0
1	1	2	3	0	1	1	1	1	1	1	1	1	2	2
2	1	1	1	1	1	1	1	1	1	1	1	1	2	3
1	1	1	1	1	0	3	1	1	1	1	1	1	6	1
0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	2	2	2	4	1	1	1	2	1
2	1	1	1	0	1	3	1	1	1	1	1	2	3	2
2	1	1	2	1	1	1	1	1	1	1	1	2	2	2
1	1	1	3	1	1	1	1	1	1	1	0	1	1	2
2	1	3	1	1	1	0	1	1	1	1	1	1	2	1
1	1	2	1	3	2	1	2	1	1	2	1	2	2	2
2	2	3	8	5	3	2	3	2	4	2	3	3	9	4
1	1	4	2	1	2	2	1	1	1	1	2	1	4	2
0	1	1	1	0	1	1	1	2	1	1	1	0	2	1
0	2	1	1	1	1	1	1	0	1	0	0	2	2	2
1	1	1	1	1	2	1	1	1	1	1	0	1	4	2
0	1	1	1	1	0	2	2	1	2	1	1	0	2	4
1	2	2	2	1	3	1	2	2	2	1	1	1	1	1
2	1	2	3	1	1	0	1	1	1	1	1	2	3	1
1	1	1	2	2	1	2	1	1	1	2	1	1	1	1
1	1	1	2	2	1	1	1	1	1	1	1	1	5	2
3	1	1	1	1	2	2	2	1	1	1	1	1	3	2
0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
2	1	1	1	1	1	2	3	1	1	1	1	2	1	0
1	1	2	2	1	1	0	1	1	1	1	1	1	6	2
1	1	1	1	0	1	1	1	0	1	0	1	1	2	3
2	2	1	2	1	2	2	2	1	1	1	2	2	3	6
10	6	5	10	4	6	9	7	9	9	9	7	12	26	14
1	2	3	0	4	3	2	1	7	3	3	1	6	8	2
0	1	1	1	1	1	1	1	1	1	1	1	0	2	2
1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
2	1	2	2	2	1	5	4	2	2	1	2	2	1	5
1	1	4	1	2	1	2	1	2	1	1	1	1	2	2
3	1	3	2	3	2	0	2	2	3	2	1	5	9	4
17	13	41	23	40	18	21	21	18	17	28	12	21	39	31
0	12	10	1	1	2	1	1	1	1	1	1	1	3	1
0	1	0	1	2	2	2	1	2	1	1	1	0	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	2	1
2	1	1	3	2	1	1	3	1	1	2	1	2	4	6
1	1	2	1	1	2	1	1	2	2	1	1	1	2	2
3	15	5	20	2	3	1	0	6	8	11	7	2	12	14
1	1	1	1	0	0	0	1	1	1	1	0	1	1	2
1	1	1	3	1	1	4	2	1	1	2	1	1	2	1
1	1	1	1	0	1	1	1	1	1	1	2	1	3	1
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	0	1	1	1	1	1	1	5	2
1	1	0	1	1	1	1	1	1	1	0	1	1	3	0
1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	0	0	1	3	1	1	1	1	1	1	3	2
3	2	2	2	4	3	4	3	3	3	2	2	4	4	4
1	2	1	1	1	1	2	0	0	1	1	1	1	2	1
1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
2	1	1	0	2	2	1	1	0	2	1	1	1	2	2
1	1	2	1	1	2	2	2	1	1	1	1	1	1	1
1	1	1	2	0	2	2	2	1	1	1	1	1	2	2
1	1	3	4	1	1	1	1	1	1	1	0	1	1	1
9	1	4	7	3	2	9	5	4	4	3	3	9	12	5
2	3	6	15	8	4	7	8	5	6	8	4	7	10	12
1	1	0	0	0	1	0	1	1	1	0	0	1	4	3
1	1	1	1	0	0	0	2	1	1	1	1	2	2	3
0	1	1	1	2	1	1	1	0	1	1	0	1	2	1
1	1	1	1	1	1	2	1	1	1	1	1	1	4	1
1	1	2	1	1	2	1	1	1	1	1	1	1	3	2
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
2	1	2	1	1	1	1	2	1	1	1	1	2	2	0
2	2	1	3	2	0	1	0	2	7	1	2	2	2	4
0	1	1	0	1	2	3	3	1	2	2	1	0	3	3
1	2	1	1	3	2	1	1	1	1	2	1	1	4	2
2	2	1	2	0	1	2	2	1	1	0	2	2	3	4
2	7	0	0	2	3	1	2	2	1	2	0	2	1	3
1	1	2	1	0	1	2	1	1	1	1	1	1	1	2
1	1	1	1	1	1	5	1	1	1	1	1	1	2	3
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
0	1	1	1	2	2	3	1	1	1	1	1	0	3	3
1	1	1	1	1	2	2	1	0	1	0	1	1	2	2
1	2	1	1	1	1	0	1	1	1	0	1	1	1	2
8	1	2	2	1	1	0	1	2	1	1	1	1	3	2
1	1	1	1	1	1	0	1	2	1	1	1	1	1	1
2	1	2	1	1	1	0	1	1	1	1	2	2	1	1
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	2
1	1	1	1	0	1	0	1	1	1	1	1	1	3	3
1	1	1	1	1	2	1	1	1	1	0	1	1	2	1
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
0	1	0	1	0	0	0	0	1	2	1	1	0	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1	1	0	0	16	1	1	1	0	0	1	1	1	1	1
2	1	2	2	2	0	0	3	2	1	2	1	2	3	2
1	1	1	3	1	3	2	3	3	1	2	2	3	3	2
3	1	1	2	0	2	2	1	1	2	2	2	3	3	4
2	1	2	1	2	2	2	2	2	2	2	2	2	3	4
1	1	2	1	2	2	3	2	1	1	0	1	2	2	3
1	1	1	1	1	1	1	1	1	0	1	1	1	2	2
2	1	2	2	0	2	1	2	1	1	1	1	2	9	2
4	1	1	1	2	2	3	2	2	2	2	2	4	6	2
0	1	1	0	1	0	0	0	1	1	1	1	0	2	2
1	1	1	1	1	0	2	1	1	1	1	1	1	2	1
3	1	4	2	0	1	2	2	2	2	1	2	2	6	3
2	1	1	3	1	2	2	3	1	1	1	1	2	6	3
1	1	1	1	0	1	2	1	1	1	1	2	1	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	2	1	2	3	2	2	2	1	2	2	2	1
2	1	1	3	1	2	1	2	1	2	2	2	2	4	4
1	2	5	2	2	3	1	1	1	4	2	2	1	7	2
2	2	2	2	1	2	1	2	2	1	2	2	2	6	2
1	1	1	2	1	2	1	1	1	1	1	1	1	3	1
1	1	2	2	3	2	2	1	1	1	1	1	1	5	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
2	1	1	2	1	1	2	2	2	1	1	1	2	2	2
1	1	2	1	1	2	1	0	1	1	1	1	1	1	2
0	1	1	0	1	0	4	1	0	1	1	1	0	2	0
3	1	2	3	3	4	5	4	4	3	4	3	3	7	6
1	1	0	2	1	2	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	0	1	1	2	1	1	2	1	3
1	1	1	1	0	1	2	1	1	1	1	1	1	3	2
1	2	1	1	2	1	2	1	1	1	1	1	1	2	1
1	1	1	3	2	1	1	1	2	1	1	1	1	2	2
1	3	1	2	0	2	1	1	1	1	1	1	1	2	3
2	1	1	1	1	1	1	1	1	1	1	1	2	3	1
1	1	1	1	0	1	2	1	1	1	1	1	1	2	2
1	1	1	1	0	1	2	1	1	1	1	1	1	2	1
1	2	1	1	2	2	2	1	1	1	1	1	1	6	3
1	1	1	2	1	1	2	1	1	1	0	2	1	2	1
1	1	1	1	0	2	0	1	2	1	1	1	1	1	2
1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
1	1	0	1	1	1	1	0	0	1	1	1	1	1	1
1	1	2	1	0	1	1	2	1	1	1	1	1	2	1
1	1	3	0	2	1	0	1	1	0	1	1	1	2	1
1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
0	1	1	0	0	1	1	1	0	1	1	1	0	2	1
1	1	1	1	2	2	3	1	1	1	1	0	1	3	2
1	1	1	1	1	0	3	1	1	2	0	2	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	3	1
1	1	2	1	1	0	1	1	0	1	0	1	1	6	4
2	1	0	1	1	0	2	1	1	2	1	2	2	3	2
1	1	0	1	1	1	1	1	1	0	0	1	1	4	2
1	1	2	2	1	1	1	1	1	1	0	1	1	1	0
0	1	1	0	1	1	0	0	1	1	1	0	0	1	2
0	1	1	1	0	0	0	0	0	1	0	1	0	0	0
4	2	4	3	1	2	4	4	2	3	2	3	4	10	5
1	1	1	3	0	4	2	2	0	2	2	2	1	2	1
1	1	4	2	2	1	4	2	1	1	1	1	1	4	4
1	1	1	1	2	1	1	1	1	1	1	1	2	3	0
1	1	1	2	1	1	1	1	1	1	1	1	1	3	2
1	1	2	1	1	1	0	1	2	1	1	1	1	2	1
2	1	1	2	2	2	3	3	2	2	3	2	2	5	3
1	1	1	2	1	1	1	1	1	1	1	1	1	3	3
1	1	1	2	1	1	0	1	1	1	1	1	1	1	2
2	2	1	2	2	1	2	1	4	1	6	0	2	2	5
2	1	1	4	3	2	5	3	2	2	2	2	2	10	4
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	2	3	3	1	1	1	1	1	4	2
1	1	2	1	2	1	1	1	2	2	2	1	1	2	2
3	1	2	2	0	2	1	1	2	2	3	2	3	4	3
0	1	20	2	0	3	14	4	2	4	0	1	0	0	2
2	1	11	2	1	2	4	2	2	2	2	1	2	5	4
0	1	0	0	1	1	1	0	0	1	0	0	0	3	2
1	1	1	1	1	1	0	1	1	1	1	1	1	3	2
0	2	0	0	0	0	0	0	0	0	15	0	0	0	0
2	1	7	0	8	0	3	2	1	4	6	5	3	3	1
1	2	2	2	1	2	2	2	1	1	2	1	1	6	2
2	1	1	0	1	1	1	1	1	1	1	1	2	2	1
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
1	1	1	2	0	1	1	1	1	1	1	0	1	2	1
1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	2	4	2	2	2	2	2	1	0	1	1	7	2
2	1	0	2	2	1	2	2	1	2	3	2	2	6	3
1	1	1	1	0	1	1	1	1	1	1	1	1	1	2
1	1	3	1	1	2	3	2	2	1	1	1	1	6	3
0	1	4	0	0	1	0	0	1	0	1	0	0	0	5
2	1	1	2	0	6	0	0	1	1	1	1	3	5	1
1	1	1	1	1	2	2	1	1	2	1	1	1	3	2
2	3	0	1	0	3	2	1	1	2	2	1	2	4	1
1	1	3	2	0	2	1	4	1	1	1	1	1	4	3
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	2	1	1	2	2	0	0	1	2	2	1	1	1	1
3	1	1	3	0	2	5	3	1	2	2	2	3	4	3
5	3	4	5	6	5	9	6	5	5	5	4	5	17	7
2	1	1	1	1	2	2	2	2	2	2	2	2	9	4
1	1	1	0	0	1	1	1	0	1	1	1	1	0	2
0	1	1	1	0	1	1	1	1	1	1	1	0	4	1
3	1	1	2	2	2	3	2	1	2	2	2	3	4	8
2	1	1	2	1	0	1	1	0	1	1	1	2	4	3
1	1	1	1	0	2	2	2	1	1	2	1	1	4	2
1	1	3	2	1	1	1	1	2	1	1	0	2	3	1
2	1	2	2	3	2	3	3	1	2	2	1	2	10	3
1	1	1	1	0	1	4	1	1	1	1	0	1	3	2
3	1	3	1	2	2	2	2	1	1	1	1	2	2	2
2	1	1	1	1	1	3	1	1	2	2	2	2	8	7
2	1	1	1	3	2	1	2	1	1	2	1	1	3	1
1	1	2	2	1	2	2	1	1	1	1	1	1	4	1
1	1	2	2	2	2	2	2	2	2	2	2	1	4	5
5	2	2	2	3	3	6	3	3	3	3	2	5	9	6
0	1	1	3	0	1	1	1	1	1	1	0	0	0	1
1	1	1	1	0	2	1	1	1	1	1	1	1	3	2
1	1	1	1	2	1	1	1	1	1	1	1	2	3	1
1	3	1	2	8	1	1	1	7	3	2	1	1	9	6
3	1	3	3	3	2	7	4	2	2	2	1	2	7	4
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
2	1	2	2	2	1	4	3	1	2	2	2	2	6	3
1	1	3	1	2	0	3	2	1	1	1	2	1	3	3
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
