Thepa	Theca	Carpa	Arath
1	1	1	1
1	1	0	1
0	1	2	1
1	1	1	1
1	1	1	1
1	2	2	1
1	1	1	1
2	2	2	2
1	2	1	1
2	2	1	1
1	1	1	1
2	1	1	2
1	1	0	1
2	2	1	2
1	1	1	1
1	1	1	1
1	1	0	1
1	1	1	1
1	1	1	1
2	3	3	2
1	1	1	1
0	1	1	0
0	1	2	1
1	1	1	1
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	1
2	1	0	1
1	1	1	1
1	1	1	1
1	2	0	1
1	2	1	1
0	1	1	0
1	1	1	1
1	1	1	1
1	2	3	1
1	1	1	1
1	1	1	1
1	1	1	2
1	1	1	1
1	1	1	1
2	1	1	2
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	1
1	1	2	1
2	1	1	2
1	1	0	0
1	1	1	1
1	2	1	1
1	1	1	2
1	1	1	1
1	2	1	2
1	2	1	1
4	2	0	3
1	1	1	0
2	1	1	2
1	1	1	1
1	1	1	1
0	2	1	0
0	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
0	1	2	2
1	1	1	1
3	2	3	3
1	2	1	1
0	1	1	0
1	2	0	1
1	1	1	1
5	2	2	5
2	1	1	2
1	1	0	1
2	1	1	1
1	1	0	1
0	1	1	0
1	1	1	1
1	1	0	1
1	1	1	2
1	1	1	1
2	1	1	3
4	2	2	5
1	1	0	1
2	1	1	2
1	1	1	1
6	5	1	4
1	1	1	1
0	1	1	0
1	1	1	1
1	1	3	1
1	1	1	1
2	2	2	2
0	1	1	0
1	1	1	1
1	1	1	1
1	1	1	1
1	2	0	2
1	1	0	1
0	1	1	0
1	1	1	1
2	1	1	2
1	1	1	1
0	1	1	0
1	3	1	1
1	1	1	1
1	2	2	1
1	1	1	4
1	1	1	1
2	2	1	2
0	1	1	0
0	1	1	1
1	1	2	1
3	1	2	3
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
4	2	1	4
1	1	1	1
0	1	1	0
1	1	0	1
2	2	1	2
0	1	1	0
2	2	2	2
1	2	1	1
1	3	1	1
1	1	1	1
2	1	0	1
1	1	1	1
1	1	1	1
1	1	1	1
2	2	2	2
2	2	1	3
1	1	1	1
1	1	1	1
1	1	0	1
1	1	1	1
2	3	1	2
1	1	1	1
1	1	1	1
2	3	3	2
1	2	1	1
0	1	1	0
1	1	1	1
1	1	1	1
0	1	2	0
2	1	1	3
1	1	1	1
1	1	1	1
1	1	1	1
1	1	2	0
1	1	1	1
1	1	2	1
1	1	1	1
1	1	1	1
1	1	1	1
3	2	2	3
4	52	8	6
1	1	1	1
1	1	1	1
0	1	1	0
1	1	0	1
1	1	2	1
0	1	3	0
1	1	1	1
1	1	1	1
1	1	1	1
0	1	1	0
2	1	1	3
2	1	1	1
1	1	1	1
1	1	1	1
1	1	0	1
1	1	2	1
1	1	0	1
0	1	1	1
1	1	1	3
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	2	1	1
2	1	1	2
7	6	6	7
1	1	0	0
2	1	1	1
0	1	1	0
2	1	1	1
2	3	3	2
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	2
1	1	1	1
1	1	1	3
1	1	2	1
5	4	3	5
3	2	1	3
1	1	1	1
1	1	1	2
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	2
2	2	2	2
1	1	1	1
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
2	2	7	2
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	1
3	2	3	3
1	1	1	1
0	2	1	0
1	1	1	1
3	2	2	3
3	2	2	3
1	1	1	1
1	1	1	1
1	1	1	1
1	2	2	1
1	1	0	1
2	1	1	2
1	1	1	1
2	1	1	2
1	1	2	1
1	1	1	1
2	2	5	4
0	1	1	1
1	1	1	1
1	1	1	1
1	2	2	1
2	1	1	2
1	1	0	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
0	1	0	1
2	2	1	3
2	1	1	2
1	1	1	1
2	2	2	2
1	1	1	1
1	1	0	1
1	2	2	1
1	1	0	1
1	5	1	1
1	1	1	1
4	1	1	2
1	1	0	1
1	1	1	1
1	1	0	1
2	1	1	2
2	1	1	2
1	1	2	1
1	1	1	1
3	4	1	3
3	1	1	2
1	1	1	1
5	3	3	5
2	1	1	2
1	1	0	1
1	1	1	1
1	1	1	1
2	1	1	2
1	1	1	2
1	1	1	2
1	1	1	1
2	1	0	1
2	1	1	1
4	4	2	3
2	2	2	2
1	3	2	3
1	1	1	1
1	1	1	1
0	1	1	1
1	2	1	1
1	1	1	1
1	4	3	1
2	2	2	2
2	2	2	2
0	1	1	0
1	1	1	1
3	1	1	2
2	2	1	2
1	2	1	1
2	1	1	2
0	1	2	0
0	1	1	0
1	1	1	2
1	1	0	1
2	2	1	3
2	1	1	1
2	1	2	2
2	1	1	2
1	2	1	2
1	1	1	1
1	2	1	1
1	1	1	1
3	2	1	1
2	2	2	2
0	1	1	0
1	2	1	1
0	1	1	0
1	1	1	1
3	2	1	3
3	2	2	3
1	1	1	1
1	1	1	1
2	1	0	2
0	1	1	0
2	1	1	2
1	1	1	1
1	1	1	1
1	1	0	1
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	2
2	1	0	2
1	1	0	1
1	2	1	2
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	2
1	1	2	3
1	1	1	1
1	1	1	1
1	1	1	1
2	2	1	2
4	2	2	4
3	2	1	3
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	2	3	1
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	2
1	1	1	1
1	1	1	1
2	4	5	3
1	1	1	1
0	1	1	0
1	1	1	1
0	1	1	0
1	1	1	1
2	1	1	1
0	1	1	0
1	2	2	1
1	1	1	1
1	1	0	1
0	1	0	1
2	2	2	2
2	1	1	1
1	1	1	1
1	1	2	1
1	1	1	1
1	1	1	1
1	2	1	1
1	1	1	1
1	1	1	1
4	2	2	4
2	1	1	4
1	1	1	1
1	1	0	1
2	2	2	3
1	1	0	1
1	1	1	1
2	1	0	2
1	2	1	1
1	1	1	1
2	1	1	2
1	2	2	1
1	2	1	1
1	1	1	1
1	1	0	1
1	3	1	1
1	1	1	1
1	1	1	1
2	1	1	1
1	1	1	1
2	2	2	2
1	1	2	1
1	2	2	1
1	3	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	2
2	2	2	2
1	1	0	1
1	1	1	1
3	4	2	3
1	1	1	1
2	1	0	1
0	1	1	0
2	1	1	2
1	1	1	1
1	2	2	2
1	1	1	1
1	4	2	1
0	1	1	0
1	1	1	1
1	1	2	1
1	1	1	1
2	1	1	1
3	2	1	3
1	1	1	1
1	1	1	1
1	2	1	1
1	1	0	1
3	1	1	3
1	1	1	1
1	2	2	1
1	1	1	1
0	1	2	0
1	1	1	1
2	1	2	2
4	2	2	4
3	3	2	3
2	1	1	2
1	1	1	1
4	2	3	5
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	0	1
2	2	1	1
1	1	1	1
1	2	1	1
1	1	1	1
1	1	1	1
4	2	2	9
3	2	1	3
1	1	1	1
0	1	1	0
0	1	1	0
1	2	2	1
1	1	1	2
1	1	1	1
1	2	1	1
0	1	0	1
1	1	2	1
1	2	1	1
1	1	1	1
1	1	1	1
1	1	1	2
3	1	1	2
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	1
2	6	3	3
2	1	1	2
22	57	13	26
1	1	1	1
1	1	0	1
1	1	1	1
1	1	1	1
1	2	1	1
1	1	1	1
1	1	1	1
0	1	1	0
1	1	0	1
1	1	1	1
2	2	1	2
0	1	1	0
1	1	1	1
1	1	1	1
1	1	1	1
1	2	1	1
1	1	1	1
1	1	1	1
2	1	1	2
1	2	1	2
1	1	0	1
2	2	2	3
4	4	2	9
1	1	1	1
1	3	1	1
2	1	0	2
1	1	1	1
1	1	1	1
1	1	1	2
1	1	1	1
1	1	0	1
1	1	1	1
1	1	1	1
1	2	1	1
2	2	2	2
0	1	1	0
2	1	0	1
1	1	1	2
1	1	1	1
1	1	1	1
5	2	2	7
1	1	1	1
2	1	1	2
1	1	1	1
1	1	1	1
1	1	1	1
1	1	2	1
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	2
0	1	1	0
1	1	1	1
2	1	0	2
1	1	1	1
1	1	1	1
1	1	0	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	0	1
0	1	1	0
1	1	1	1
0	1	1	0
1	2	1	1
1	1	1	1
0	2	1	0
3	2	1	3
1	1	1	1
2	2	1	2
1	1	0	1
1	2	1	1
0	2	2	1
1	1	1	1
2	2	2	2
1	2	1	1
1	1	0	1
1	1	1	1
1	1	1	1
1	1	1	1
2	2	1	1
3	2	2	3
1	1	1	1
1	2	1	1
1	1	1	1
1	2	1	1
2	1	1	2
1	1	1	1
1	1	1	1
2	6	4	2
4	1	2	4
1	1	1	1
1	1	1	1
1	1	1	1
1	2	2	1
1	1	1	1
2	1	1	1
2	2	1	2
2	1	1	2
1	1	1	1
1	1	1	1
1	2	1	1
2	2	2	2
2	2	1	2
1	1	0	1
2	1	1	2
1	1	0	1
1	1	1	1
1	1	1	1
2	2	1	2
1	1	1	1
0	13	2	0
1	1	0	1
1	1	1	1
1	1	0	1
1	1	1	1
1	1	0	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	2
1	1	1	1
1	1	2	1
1	1	1	1
0	1	1	0
2	2	2	2
2	1	1	1
1	1	1	1
2	1	1	1
1	3	1	1
2	2	2	2
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
2	1	1	2
0	3	1	0
2	1	1	2
1	1	1	1
3	2	2	3
1	1	1	1
1	1	1	1
1	2	1	1
1	1	1	1
1	1	0	1
1	1	1	1
1	1	1	1
1	3	2	1
3	2	2	3
2	1	1	2
0	1	0	1
0	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
2	1	0	2
1	1	1	2
2	2	2	2
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
4	2	2	4
1	1	1	1
0	1	1	0
1	1	1	1
2	2	1	2
2	1	1	2
2	2	1	2
2	2	2	2
1	1	1	1
1	1	1	1
1	1	1	1
0	1	1	0
0	1	1	1
0	1	0	1
1	1	1	1
1	1	1	1
2	1	1	2
2	1	0	2
1	1	1	1
1	1	1	1
1	1	1	1
3	2	2	4
1	1	0	1
1	1	1	1
1	1	1	1
1	2	2	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
3	5	4	3
2	1	1	1
1	1	1	1
1	1	1	1
2	2	0	2
1	1	1	1
2	1	1	2
1	1	1	1
1	1	1	1
1	1	1	1
2	1	0	2
2	2	1	1
1	1	1	1
1	3	0	1
1	1	1	1
1	1	0	1
6	1	3	4
2	1	2	2
1	1	1	1
1	1	0	1
0	4	1	0
1	1	1	1
2	1	1	1
1	1	0	1
1	1	1	1
0	1	1	0
2	1	1	2
3	4	2	4
1	2	1	1
2	1	0	1
1	1	1	1
1	1	0	2
1	3	2	3
1	1	1	1
4	2	2	5
1	1	0	0
1	1	1	1
1	1	1	1
1	1	1	1
2	2	2	2
1	1	2	1
2	1	1	1
1	1	1	2
2	2	1	2
0	1	1	0
1	1	1	1
1	1	1	1
1	3	1	1
1	1	1	1
1	1	2	1
2	2	0	1
1	1	1	1
1	1	2	1
1	1	1	1
1	1	1	1
1	3	3	1
1	1	1	1
0	1	1	0
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	1
2	2	1	2
1	2	1	1
1	1	0	1
1	1	0	1
0	2	2	0
1	1	1	1
1	1	1	1
2	1	1	2
1	1	0	2
1	1	1	1
1	2	1	1
1	2	2	2
2	1	1	2
2	2	2	2
1	1	1	1
1	1	0	1
1	1	1	1
0	1	1	0
4	4	3	5
1	1	1	0
3	2	3	3
1	1	1	1
1	1	2	1
1	2	1	1
2	1	1	2
1	1	1	1
1	1	1	1
1	3	2	1
1	1	1	1
2	1	2	2
2	1	1	2
3	3	2	3
1	1	1	2
0	1	1	0
1	1	1	1
1	1	1	1
1	1	1	1
5	3	2	5
1	1	1	1
1	1	0	1
1	1	1	1
1	2	1	1
0	2	2	0
5	8	6	5
1	1	0	1
0	2	1	0
3	6	4	4
1	1	1	2
0	5	1	1
2	2	0	2
0	2	1	0
0	1	0	1
1	1	1	1
1	1	1	1
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	2
1	1	1	1
4	4	3	4
1	1	1	2
2	1	1	2
1	1	1	1
1	2	0	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
0	1	1	0
2	1	1	1
2	2	2	2
1	1	1	1
1	1	1	1
2	1	1	2
1	1	0	1
1	1	0	1
1	1	1	1
0	1	1	0
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
