-0.4325597	28	1
-0.438047	28	2
-0.2848137	28	3
-0.2616812	28	4
-0.3633623	28	5
-0.291409	28	6
-0.3418478	28	7
-0.3418478	28	8
-0.2941119	28	9
-0.3458389	28	10
-0.2941119	28	11
-0.4379043	28	12
-0.2682536	28	13
-0.2664549	28	14
-0.2664549	28	15
-0.3441056	28	16
-0.4409772	28	17
-0.4452894	28	18
-0.4379043	28	19
-0.243441	28	20
-0.3667946	28	21
-0.2641308	28	22
-0.2682536	28	23
-0.438047	28	24
-0.2664549	28	25
-0.3250936	28	26
-0.2689004	28	27
-0.3647075	28	28
-0.3250936	28	29
-0.3633623	28	30
-0.3667946	28	31
-0.4202386	28	32
-0.2664549	28	33
-0.270765	28	34
-0.4202386	28	35
-0.4355979	28	36
-0.3215177	28	37
-0.3381933	28	38
-0.3441056	28	39
-0.291409	28	40
-0.4202386	28	41
-0.438047	28	42
-0.2664549	28	43
-0.2664549	28	44
-0.2641308	28	45
-0.3500892	28	46
-0.3477622	28	47
-0.3500892	28	48
-0.4202386	28	49
-0.3458389	28	50
-0.2664549	28	51
-0.3664957	28	52
-0.2682536	28	53
-0.3418478	28	54
-0.291409	28	55
-0.3441056	28	56
-0.4379043	28	57
-0.3463907	28	58
-0.2848137	28	59
-0.4452894	28	60
-0.2616812	28	61
-0.3686674	28	62
-0.422718	28	63
-0.3691001	28	64
-0.2641308	28	65
-0.3693375	28	66
-0.2689004	28	67
-0.2616812	28	68
-0.3727193	28	69
-0.291409	28	70
-0.270765	28	71
-0.3441056	28	72
-0.2689004	28	73
-0.2689004	28	74
-0.3664957	28	75
-0.3667946	28	76
-0.3631819	28	77
-0.3664957	28	78
-0.4433407	28	79
-0.3647075	28	80
-0.2848137	28	81
-0.3500892	28	82
-0.3215177	28	83
-0.2641308	28	84
-0.287467	28	85
-0.3667946	28	86
-0.4246127	28	87
-0.3477622	28	88
-0.3587326	28	89
-0.3441056	28	90
-0.4399457	28	91
-0.4171803	28	92
-0.2689004	28	93
-0.2616812	28	94
-0.3477622	28	95
-0.3465608	28	96
-0.3215177	28	97
-0.422718	28	98
-0.36271	28	99
-0.3667946	28	100
